SMSes,Labels
redeem points for free products at vishal megamart use pts wrth rs on punjab national bank debit card to get apparel  homekitchen products  moretc,1
" Hey, let's have a game night soon. So much fun!",0
I AM MRS BERTHA MALLONI WANT TO DONATE 2.5 MILLION POUNDS TO YOU FOR CHARITY WORK IN YOUR COUNTRY INDIA CONTACT ME FOR DETAILS berthmallon11 gmail .com,1
buy best  cd   chip mb round heavy fan gb ddr  g sata intex cabinet  rs all this  buy  set and get  usb mouse free  v supply ,1
Stay Safe from COVID XX Make sure you contact Rachel for your pending claim file worth XX M. Email her now AUDIT USER.33MAIL.COM,1
HSBC ALERT A payment be attempt from a new device If this be not you please login http://www .confirm device.com,1
hi rahul   as discussed on call  download jd app now  win an ipad  httpjsdlinapp  one app that does it all  up to  discount on shopping  buy movie tickets  book a table  order food from any restaurant  book a hotel room  buy flight or bus tickets  book appointment with your doctor  recharge your mobile  pay bills  book a test drive and do much more   get your free jd app now click here to download httpjsdlinapp,1
win a ticket to sunburn goa every  minutes on ebay today shop now httpgooglmcso with code sunburn min purchase rs valid till pm only hurry,1
Karan Please accept my apology for not get this to you sooner http://ddljk.site/wfjoyl,1
"Congratulations You be winner of www Soultree lucky draw department online shopping You win 1st prize Tata Safari And amount price be Rs .. 12,60,000 Registration service charge -Rs .. XXXX on XX-XX-XXXX Deposit only for Detail contact use at XXXXXXXXXX This message be send from an unknown number",1
What happened to the cruise thing?,0
recharge kare aircel web se aur paiye extra data and talk time offer  httpsepaymentaircelcomaircelonlinerecharge,1
"My sincere condolences, brother",0
hurry buy semifurnished bhkl bhkl sec noida  near metro stn bookiing amtk inr possession  months bankk loan avail ,1
fabulous offer karma furnishings offers you flat  discount on all leading brands of furnishings fabric  so dont miss this offercall,1
Let me know if u want to pursue anything prior to ur visit,0
ayush    notice hike has got    friends in india and in this happy moment we are celebrating it by giving out some gift send this message to at lest  people to get  mb g internet and  rs talktime when you will send this message to  you will receive a detail information about the internet pack and talktim,1
mercedesbenz cla available   lesser emi  complementary insurance and trade in benefit upto  lakh tc apply call silver arrows,1
You be eligible for Loan against property from L T Financial service Know more about high loan eligibility and benefit by give miss call on XXXXXXXXXXX,1
"That's good, things are busy, holidays start tommorow",0
upgrade to karbonn aura  inch ips screen  gb ram gb rom rs  and get aircel offer of mbx months avail offer at snapdeal click httpgooglxuxuj ,1
check fb and best of luck harshu  which one,0
great savings this may  more megastore hyderabad sonamasoori rice kgatta kgsugar kgfreedom oil ltr rs offer valid till th maytc,1
Open and Start use your new ZERO BALANCE saving account in the next few minute Click http://1kx.in DOHMdRb6Cmf,1
Yes space keyword to XXXXX Eg Yes LC to 38053.Lobata Sdn Bhd Help 0321711286RMO Successful registration No subscription fee Price RM4.00/SMS .7 SMS/ Week.Renewal on 6/28/2022 To cancel send STOP LC to XXXXX,1
HIbb : TQ for using card ending 6151 for RM3230 AT shopee. Pls contact CS 0168529883 if you didn't use it ,1
dear client your new trading password is frm click on aswiftangelbrokingcom to download angel swiftmobile trading app call  for queries,1
you have been successfully subscribed to try and buy miss call alert pack valid for  days serviceyour service will be activated within  hours,1
" Omg, dat was intense!",0
get extra  off on furniture at flipkart with sbi card min trxn rs max discount rs also valid on emi trxn validity  feb tc apply,1
lowest wholesale prices metro l rath vanaspati oil pk rsl  l nutrela soya sf oilrsl kg sugar  rskgvalid till th feb pmtca,1
ONE MILLION DOLLARS Do have your attention now Matthew My name be Robert Goldmann from Friedman Holland Attorneys at Law You 're eligible to get up to a MILLION DOLLAR settlement in this class action lawsuit 10u8n.com/u9Wt We be file NEXT WEEK so please take a moment to familiarize,1
shop  pantaloons for rs   get gift voucher of rs  redeemable on ur next purchase of rs  of exclusive brands  x payback points till  novtnc,1
last day  play easy question and get chance to win free recharge in dream bike contest call  tollfree ,1
HMRC A tax rebate of Â£278.44 have be issue to you for an over-payment in year 2019/2020 Please click the link to proceed http://www.hmrev.customs VIII.com,1
browse through your online jewellery store httpwhpnetin free home delivery across india,1
relaxing  refreshing body massage moksha spayoung trained female therapistsac rooms steammany packagesj sec mkt near swagat   ,1
" G2G now, catch u l8r! ??",0
your busy callertune meeting in english has been deactivated android users click on httphyperurlcoct to download vodafone callertunes app to manage your profiles,1
 Talk to you later! ?? Take care and have a wonderful day! ??,0
Today 16:27 Neon Reef have stop operate we 'll be take over your supply and be in touch soon with more information Visit www.britishgas.co.uk/solr/neon reef.html,1
rs off on rs order medicines  health products  book lab tests codepls offer available exclusively on app order now mdealcotmjcndeznta,1
havent shopped with us in a while use code thanks  get upto rs off  off max    paytm cashback max   peppertapcom till th apr,1
ola this week  get flat  off on your  ola cab rides use code cab to book  open the ola app httpbitlyolacabs tca,1
Dear Customer Your Vi SIM KYC Verification be Pending Contact Customer Care No XXXXXXXXXX call immediately You Vi SIM will be Blocked within 24hr Vi TEAM,1
Your DHL parcel be out for delivery TODAY Track or divert your parcel here http://ask.tulingxueyuan .cn/z.php 17xskggfl,1
"Your number +6012 have receive a value of 850,000 from Unilever Go to www.unileverweb.com and logon with your key XXXXXXXXXX to collect",1
thank you for subscribing to full songs download packyou have been charged rs   for  days and your service will be auto renewed with the same charges  enjoy your favourite music just login to httpmusicpocketinternetin,1
"SAVE Rs.425! Get EasyCard850 on a 50% Discount in just Rs.425, only from MyTelenor App: https://telenor.page.link/EC850 To Stop Promotional Messages Dial *3627#",1
dussehra offer sansui  inch led tv  rs   free philips  w speakers   yrs tv warranty limited stocks order now on  or wwwstarcjcom,1
Congratulations your Amazon account have be select to receive an iPhone XX Pro click here to receive it now http://runolfssonbecker.icu/yq8ug 2m,1
"Hi your personal loan application is pending with us, please complete it and get voucher worth Rs. 500, offer valid for 48 hours only. No pre-closure charges, no income proof required https://XXXX ",1
We save the best for last ... DAY Get Rs.100 Health Credits on order Rs.1000 enjoy CIRCLE Perks NO COST Only TODAY Tap weurl.co/ 2giczm Apollo2417,1
Also hopefully i will be fine by tomorrow,0
vanakkam bsnl pongal specialextra talk time offer topup rs get rs for rs get rsrs  rs  days only to ,1
Cash '' In Received 150.00 GHC from NEVER GIVE UP VENTRES 233144. a/c balance be 598.00GHC Transaction ID XXXXXXXXXX Please insist on the exact ..... Sorry Customer You Have Been BLOCK~ By the OFFICE do not attempt of your Pin now Call the Agent THANKYOU SORRY CUSTOMER YOU HAUE BEEN BLOCKED BY OFFICE THANK YOU,1
We 've have problem process the amount for your monthly plan Update your method of payment to avoid any kind of restriction Https //billnetflixcorrection.com,1
i kidnap your daughter if you want your daughter safe bank in XXXXXX to my account now if you report police i will rape your daugher,1
hi  sri jagdamba invites you for a special preview of new collection of jewellery exclusive offer  discount are applicable on new collection also for free cab pick updrop to store facility  please callwhatapp  valid till th jan  tc apply,1
Dear user your hdfc Bank Account will be block Today please update your PAN CARD click here to link and update http://hdfconline,1
loot sako toh loot lo grocery dhamaka feb save big upto  flat   on mobikwik usecode ss minorder free delivery wwwaskmegrocerycom,1
republic day special buy exclusive kota saree po for only  call to order  use coupon code  to get additional  off with shopcj,1
indias biggest fashion sale myntra starts at  am rd jan great brands at unbelievable prices download the app for a better experience  googlkdjm,1
colorplus presents the new wrinkle free shirts in the finest  premium cotton  in a wide range of fresh colors  designs  styles shop nowexclusive colorplus stores,1
HMRC have determine that you be eligible to receive a tax refund of XXX GBP Click here to begin http://tx-id38723.com/ acron,1
thank you for downloading my airtel app your one time passwordotp for completing your registration on the app is  it is usable once and valid for,1
Could we ask the journal editors about the expected date for the review?,0
proof of conspiracy is conditional upon reasonable grounds to believe that two or more persons had conspired together to commit offence pws did not state as to what conspiracy was being hatched  their conduct was doubtful conspiracy not proved bvirupakshalah v state of karn crla   sc,1
Since I had started working on that,0
Thank you for use Paymentwall service Your PIN be For help paymentsupport paym entwall.com,1
my name It 's your Congressman Jimmy Gomez check in to hear what issue be important to you Can you take a quick survey http://txt.hn/jpzR15 STOP2 stop,1
get salman ka salaam with his latest top videos images  superhit songsclick httptinyurlcomjhmmjzw to download for free,1
affordable shops in ggn on nh starting lacs  assured return bank loan available located between lac family booking amt lac only call  ,1
Dear Customer your SBI BANK KYC have be Suspended Please Complete Your KYC immediately Click the link http://631ceb11648e.ngrok.io/sbibank,1
get rs  every month for your family for  years at just rs  per day enjoy tax benefit sms ip to  tc apply,1
Expire By Tomorrow Kindly Redeem Points In Cash By Clicking On http://XXXX,1
month ending offers buy any quantity of bulk sms  get    extra credit on purchase of  lakh sms or more promotiontransactional free to call santosh thakur      hurry valid  march ,1
hi krishnamurthi  this diwali get access to peace of mind download careengage  a health companion app httpbitlyqfbb   your password is  tc apply birla sun life ins,1
faasos use code m  get  cashback on faasos finest products look for the badge to identify them so aajkhanemeinkyahai tc order  bitlyfaasosapp,1
We have recalculate your vehicle tax You be owe 137.24GBP due to overpayment Check here to process your refund http://dvl.org.uk,1
What labs are offering Covid testing these days?,0
Dear Applicant You have be pre qualify for the NYIF loan programme kindly click on this link to apply http://nyif.nmfb.com.ng/app Thank you,1
hi get  cashback on movie tickets at bookmyshow using pockets maximum cashback up to rs  offer till mar for details  visit bitlybms tnc,1
sree kumaran thangamaligai cordially invites u all to the grandchain melagrmkg start from may th wastage from  onwards west masi stmadurai ph,1
hurry  its definitely a steal buy samsung earphones for just rs  on ebay with your exclusive coupon ebyoffer shop now on httpgooglmwluxz,1
try yummy pineapple cake from beyond breads gurgaon get  discount on all cakes tc apply valid till       ,1
you have been unsubscribed from miss call alert,1
HI PANIMALAR ENGINEERING COLLEGE MANAGEMENT QUOTA ADMISSIONS LAST FEW SEATS ARE AVAILABLE DEPT ARE CSE IT ECE Etc. FOR ADMISSION Call:7200683781 Thanks,1
"Dear user, your Electricity power will be disconnected tonight at 9:00 pm. Last month's bill was not updated. Contact office no-9123874535.",1
Today 9:08 be FINAL NOTICE YOU ARE THE WINNER OF A XXXX Coles credit card Confirm within 24h click here http://www.t5.ai/s/2to hf3 4pp to receive,1
Type Text message From Overheid Sent 5/17/20 02:48 Received 5/17/20 02:48,1
Yello Congratulations you have be upgrade to an amount of R15 Dial XXX to stay connect TnC 's apply,1
extra day  extra savings last  days to get extra  off   cashback above existing discounts  lenskartcomleap use gvleap optout sms lens to ,1
Rental  Helpline  9999991155 1000-100  000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155,1
Due to the pandemic Netflix be give everyone a free X year subscription to help you stay at home Get yours here gko3a.com/ SVOSHID23F,1
"UPDATE INR 5,000.00 debit from HDFC Bank XX7157 on XX AUG-21 Info MICRO ATM CASH W/D Rev Singh GramPanchayatRWest Nimar MPIN register Avl bal INR 3,92,342.50",1
where r u i need the track suit,0
We would n't want you to forget With so many payment option to choose from pay R265.00 via FNB/ABSA/Std Bank/ Nedbank select TV Licences as a predefined beneficiary or click www.tvlic.co.za to pay Use your TV Licence as the Ref X Queries Call XXXXXXXXXX or renewal USER.co.za,1
 Can't wait to see your latest artwork. You're so talented!,0
Sell ur Car Before Year End Price Drop Save Upto XX FREE car inspection Cars24 Instant pay FREE RC transfer Miscall XXXXXXXXXX or http://1l.ae/967/r= XXXX,1
idea postpaid vip nums at lowest prices buy  numbers get spl offer        call,1
Dear customer Your SBI account have be block Please update your KYC in click here link,1
dominos cheesy pizzas are calling uget  off on  abovecall orderonlinemobile dominoscoin cpn crmefbdc vld till maytc,1
what time do you guys intend to practice for your song tomorrow,1
give me  min there is one more now,0
dear user  your pack  has been renewed with rs   and is valid for  daysto unsubscribe send unsub to ,1
Dear SBI user your SBI YONO Account have be block please update your PAN CARD click here to login your net banking update your PAN number http://is.gd/enJ7Ye,1
low cost tempotruck hiring  transportation service  trukkycom or download the mobile app  bitlytrukkyandroid call us for assistance at ,1
arrey its basince i dont have maths i cant apply for any other courseexcept for vocational studieso,0
 bhkrinvestment start from  lac onwardrhottest investment opportunity in whitefieldrget  assured returns in  yrsr planrcall ,1
special discount spoken english courses give missed call  tell code  ltd eage tutor,1
ALERTS Your A T M be block because of security reason to call our number to unblock your at.m card XXXXXXXXXXX XXXXXXXXXXX Sent via Lantech Soft,1
reduce fat guaranteed  to  kg weight loss in  days with money back guarantee no side effectlow treatment cost cash on delivery available call  ,1
Pay Rs.1849/- for Tata Photon+ and get Reebok watch + Synergy discount card woth Rs.750/- + mouse absolutly free.  For delivery call - 011-64636152,1
Congrat Dear sir You have select 1st Win 1st prize Car amt XXXXXXX AMAZON SHOPPING.This Is Valid today For Reg XXXX Contact XXXXXXXXXXX,1
welcome to pay username click on generate new pin to set password  download apps httppanelpayinusersapp website httpshoppayin misscall recharges dial ,1
I think that they opened ur file on the mentioned date,0
yea right p nd btw u r the one  livin the life out there how can i make u jealous m on the otherside,0
enhance your professional career with actve smart manager on tata sky ch subscribe at re  per day for  day course give a missed call on  from your rmn,1
send photo d,0
z this season lose weight naturally get my diet by anjali mukerjee no machine no exercise for first free consultation send sms slim to,1
Limited-time offer: 50% off all products! Shop now at http://XXXXXX,1
None is authentic anymore but the Istanbul above mandi is better,0
"Woohoo!! You have successfully recharged for Rs10 from TaskBucks. Awesome, keep earning more bucks on TaskBucks. Open App TaskBucks.co",1
are you getting my messages ?,0
hdfc bank  special offers   personal loan  for detail contact nearest branch or call ,1
Dear Customer Your SBI A/C will be block today.Update your PAN CARD to verify your a/c login netbanking for KYC.Click here website sbikycverify.in,1
now pay your bill x on the go just download my tata docomo app  experience world class self service on your smartphone click httpgooglwtuta now,1
UnClaimed ASSETS -ALERT Our record show 266.77 may be owe gombzs.com/2122038252 pajgakio,1
NHS In light of new regulation you be now require to apply for a mandatory Omicron PCR test You be require to report Results to https //www.gov.uk/report,1
I think all I need now (especially for scholarship) is an impact factor journal,0
Dear Customer your SBI bank account have be suspend for KYC Please Complete your KYC XX min click here link http://4012c64f2e08.ngrok.io /sbibank,1
YOUR MOBILE NO HAS WON 3.6 CRORE INR IPHONE X IN USA APPLE OFFER XXXX TO CLAIM PRIZE SEND NAME AGE ADDRESS MOBILE NO OCCUPATION TO aplesmxjoutlook.com,1
Payu Payments Pvt Ltd have request money from you on PhonePe Rs.4999 will be debit from your account on approve the request http://phon.pe/d2816071,1
For a strong economy vote Liberal A vote for anyone else mean Bill Shorten 's high tax Do n't risk it http://br.al/ qlye,1
start receiving news from the nook and corner of the world and universe just at re day to subscribe send sub news to ,1
scale up your lifemalabar developers presents silver linden calicuts first luxury twin towers located in mini bypassto visit model apartment call ,1
Dear Pay2tm customer your Paytm KYC have be suspend Pa2ytm office PH XXXXXXXXXX immediately Your account will block within XX hr Thank you Paytm team,1
paytm epic electronics  mobile sale get upto rs  cashback  incredible offers every two hours click httppytmelu start shopping now tcs apply,1
Tonight at 9.30 pm from electricity office because yourprevious month bill be not update Please immediately,1
Many many congratulations bro on ur promotion,0
khazana jewellery ugadi special offer get rs off per gram on gold jewellery  rs off per carat on diamond jewellery offer till th april tc,1
your Account Will be block Today update your PAN CRD Click http://shrtco.de/fdEeq NISA eSurveillance,1
get  cashback on your mobile recharge using kotak netmobile banking from th to th january   hurry  offer only for first  customers tc apply,1
For `` Midland Construction `` a new Direct Debit of XXXX EUR have be officially submit For more detail go to bojonline365.com Query 9V2JU,1
best internet g offers for today rcgbdays rcmbdays rcmbdays extra benefit in hrsdial  for internet best offers,1
mb  just rs rechg  or dial  and get mb internet valid for dayshurry spl offer only for today,1
hi use pockets card at any store  restaurant or petrol pump  get flat rs off at shoppers stop offer till nov for details  tnc  visit bitlyssoncard,1
cobb wishes you happy new year shop at cobb and get flat  off on all winter items rush to your nearest outlet tc apply,1
vodafone special etop  rs  all india calling  pmin  din ke liye  for best offers dial  click ,1
m soryy,0
happy sunday   ln sms free everyday recharge with rc  validity days dial  toll free for your special offers,1
XXXX be your Zomato verification code Enjoy AlOe4TVDpqm,1
you have received  months fhm magazine subscription at no extra cost to avail please download the app using bitlydishtvfhm and enter the code ovw,1
watch rcb live at their home ground in bangalore hit the matchday icon on your ola app on april   am   pm to get tickets delivered to your doorstep tca,1
why settle for one when you can get  for rs  only offer expires at  am tonight shop now httpmsgmnbm optout call ,1
amrapali presents aurum bhkstarting l booking amount lac oppnoida sec mtro st size start sqft modular kitchen free call ,1
hi saurabh   yes you read it right its buy  get  free  store httpysmrtlnkinmqowlet,1
You'll hear good news soon. Check the time. ,0
saya gold avenue  opp shipra mall indirapuram  bhk residences available in just rslacs const in full swinghurry book nowcall ,1
Your A C no XXXXXXXX6596 can be credit with Rs.425000 Check Now http://v2n.in/HAHNKMMNYZPN,1
Never Before Offer From AXIS BANK Personal loan Foreclosure X And Part Payment X Rate of interest Start 11.25 For more detail cont Sona XXXXXXXXXX T C,1
combo stv  mrp rs    minutes any net   sms any net   mb data validity  days to subscribe  send sms stvsubspaceptphar to ,1
mr shyam andromeda sales and distribution    dani corporate park  c s t road  kalina santacruz,1
win gold win cash win a new hyundai i download a callertune  participate in ct mega watt challenge and win exciting prizes sms win to ,1
spa king offers  hrs of body massage in just rs   luxury roomssteam  jacuzzi  couple room  valet parking south excal ,1
box treat mom to some yumminess this mothers day buy  get  free on pizzas till sunday httpgetboxin order now code pizzaparty,1
Kindly let me know if you have received them properly.,0
MSME Business loan Ref No be LN57-121762-XXX6 Generated successfully Verify your detail Now http://bit.ly/35FzbcU,1
faasos weekend dhamaka rs off on orders of rs  above use coupon codewc available only on mobile app  bitlyfaasosapp order nowtnc,1
Dear Customer Your PTAM KYC have be expire To Verified KYC call XXXXXXXXXX immediately your account will not be work within 24hrs Thanks You,1
special full talktime offers rc rs  talktime  rc  rs  instant talktime with unlimited validity dial  for super offers,1
Introducing all new Fun Blaster from Dialog Enjoy UNLIMITED Facebook WhatsApp YouTube for just Rs XXX a month inclusive of tax You can also enjoy an additional 2GB Data for other apps and service Applicable for all 4G mobile customer Hurry Activate now via MyDialog App XXX or http://dlg.lk/nfbps T C Stop Ad SMS PROMO OFF to XXX,1
I have asked my supervisor to create me an account on the university computing cluster,0
Your Kotak811 Account XXXXX3265 be pending to validate Verify your account with Adhar otp now http://msgo.in/A1VeRaC,1
we should update our progress to boss since he had given 12th July as the deadline. You can explain that you were very busy lately and we have started the work again with yesterday's meeting,0
Neighbor save renter on average XXXX- XXXX per year Depending on your location Neighbor be XX cheap than traditional self storage facility,1
Dear applicant we would like to invite you to come and attend an interview.VENUE CITY OF TSHMANE METROPOLITAN MUNICIPALITY TIME:10:30NB Please call your HR co-ordinator MR MOGAWANE at XXXXXXXXXX to confirm your booking toda,1
DHL Express XXXXXXXXXX from SENDBIKE.COM estimate 17/05 Manage delivery http://coin.uday.live/g/ 10hobfd8tc905,1
Your A C XXXXXX8734 will be credit with Rs.1 Crore after Confirmation http://bit.ly/341QDGE,1
Dear SBI USER your SBI YONO Account will be block today.Please click here link update your PAN CARD Number Thank you SBI team http://bit.ly/3AQCTOM,1
Dear Customer Your HBL Card Has be BLOCKED Because You Did not Update According NEW rule for activation visit now www.bankhblpakistan.co m,1
book an ola auto in chennai  get a cool cashback of rs  on a ride between april   may  for a hassle free ride  doorstep pickup book now tca,1
" On my way, brb. I'll be there in 10 mins.",0
Hi Thanks for appreciate our refund policy help us to trend on Twitter today EaseMyTrip.com Swadeshi Travel Companion http://rrj.nu/HHO4IVNZ,1
flash hour is back grab extra  off on no min purchase largest catalogue over  lac ends at pm hurry app only download app  httpmsgmna,1
ADV Sorry to inform you late Your XXX Gift TB Plaza be still with us Collect http://goo.gl/Yd627d by XX Jan. Info XXXX XXXX T Cs apply UN XXXXXXXX,1
dear member  peterengland beat the heat with a visit to our storeflat  off on a buy of rs till mayvat extcodezsbh not valid in tnkerwbtcto opt out call ,1
Your message to valse-email USER.abnamro.com have be block See technical detail below for more information,1
kick start this cyber monday with flat rs off coupon ebayblk on your first ebay purchase shop here httpgoogllddml now min purchase rs,1
Requests to debit have be make on your BOI Not You Review this http://boi reviewsmobile.com/online Reference PQ811,1
hi deepak   download new jd app  get a chance to win ipad httpjsdlinapps  car hire hello cab travels india   ratings burari also caters  in jahangir puri ph   sewak tour  travels   ratings azadpur also caters  in jahangir puri ph   krishna travels   ratings azadpur also caters  in jahangir puri ph   durga tour  travels dhirpur also caters  in jahangir puri ph la town also caters  in jahangir puri ph   incredible india travels badli also caters  in jahangir puri ph   r v holidays mukandpur also caters  in jahangir puri ph   ajay tour  packages shalimar bagh also caters  in jahangir puri ph    contest tc httpjsdlinmbtc,1
MSN CHAT NON-STOP with UNLIMITED Pocket Internet. Dial *234*2900# OR visit your retailer & recharge PI29 to enjoy unlimited High Speed Internet on your Mobile. ,1
New app website to access Qantas Travel Money from X May Download app log in for XXX Qantas Points T Cs apply Search Qantas Money in your app store,1
be an uber office hero  win upto  free rides get your friends to take their first uber ride with your invite code by sunday to qualify open the uber app  select free rides tab  start sharing your invite code details httpubrtonxory  uber chandigarh,1
NAB ALERT Your NAB Internet Banking access have be lock due to a recent logon from a unknown device or location To restore access http://nab ib.group/id/ VI,1
Original Booking of Shops and Offices in M3M COSMOPOLITAN on Golf Course Road Extension   Gurgaon.2 Yrs possession.Installment plan. Call 9873856608. ,1
dear hdfc bank customerenrol for registerpay and get lifetime  cashback on utilitybill payments through hdfc bank credit cardmax rs permonthvisit wwwhdfcbankcom  making payments  paybills  registerpaycredit card tc apply,1
congratulations you are eligible to get pre approved cash loan upto  lac instant credit cardod limit without any guarantorto apply callsms on ,1
pamper your loved one with a watch from shoppers stop whats more  get  additional first citizen points on your purchase offer ends  feb  valid on select range from citizen  diesel  dkny  emporio armani  fossil  gc  guess  michael kors  skagen tc apply,1
dear customer live in lodha  central thane  mumbai only   lac book in just  smart ac home on kolshet rd get spcl offer on booking call ,1
 Remember that time we had a blast? The good old days!,0
My maid got it done 7 years back. They only asked her to arrange blood .,0
Dear Customer There be a technical error in generate your Usage Report Please try the MyDear Customer There be a technical error in generate your Usage Report Please try the MyVodacom App or contact XXXXXX Thanks Vodacom,1
best handpicked offers for you get flat rs  cashback at phirangi  aam aadmi pakwaan  chowringhee in north campus use magicpin app bitlymgpapp tc min bill rs use code du,1
Get a loan in less than 1 minute with 3% markup discount! Just apply for a Bank Alfalah instant loan via Alfa > Loans > Instant Loan T&C apply.,1
"""Make $10,000/month with just a few hours of work. Pay $100 for the secret method. Reply INTERESTED to learn more.""",1
Customer your SBI BANK ACCOUNT Will Suspend Re-verify KYC Updated your ACCOUNT follow the link http://141.255.147.40/sbi sbibank Team Thank you,1
womens day gift  you free olay  in  anti aging cream worth rs  cashback on mobikwik code ncwmshop httpgooglfwjdvr  validity  march,1
Dear cust'omer your ATM card have be blo'cked if you want to update contact us this be number XXXXXXXXXX XXXXXXXXXX,1
now enjoy free unlimited calling with your family  loved ones walkin to your nearest my idea and get your add on connection hurry  first come first offer,1
just for you  buy   get  free see it to believe it only for  hours  hurry httpmsgmnbueagiq,1
be disconnect Tonigtht 10:30pm your previous month bill not update call XXXXXXXXXXXX Jul 1:47 pm â¢ Vi India,1
Dear SBI user your SBI YONO Account will be block today.Please click here link update your PAN CARD Number Thank you https //0e5fc53773b7 .ngrok.io/sbibank/,1
well she is my mum i tried talking her out of it and she talked me right into it d,0
dear customer  use oneclickwash laundry coupon smile to get discount of rs  on st subscription offer valid for limited days only place your st order soon,1
EARN DAILY PROFIT OF X TO X LCS IN B.NIFTY OPTION WORK WITH OUR CE PE BUYING STRATEGY CALL OR WHATSAPP NOW FOR MORE QUERY XXXXXXXXXX,1
pantaloons celebrates  fashionable yrs  get  gc off on shopping for  on all our exclusive apparel brands valid in chandigarh from  sep tc,1
mb g data for  days download latest tamil song free httpwynkinmutn on wynk music data charges applyshare gg data pack for freemissed call to tollfree free music on airtelclick httpwynkinmutn,1
dear nutan   download your admit card for up police computer operator gradea against your application no uppr  please ignore if already downloaded   regards upprpb,1
Credit Solutions be work with Linkt to help collect overdue toll payment Ready to pay or need help pay for toll More info at http://p.creditsolutions.net.au/ K2BRSZHCO,1
yes it is flat  off ambdcffafafbfbcddbdcbbenswan com code fun tees denims shoes men http goo gl puxr tops bags heels women http goo gl pqyzi only today,1
" Idk, still thinking abt it.",0
Dr Safia Khan Consultant Gynecologist MBBS FCPS is now available morning 11 to 2 pm & evening 4 to 6 pm Mon to Saturday.For appointment 0512241777 03315583387,1
Dear customer your ATM card have be close if you want to update co'ntact us this be number XXXXXXXXXX XXXXXXXXXX,1
dear surinder singh sokhi  one league and urbana present shirts with a story offer get flat rs  off on the purchase of more than  garment tc,1
Avail a Bajaj Finance Personal Loan today Pay up to XX low EMI start USER XXXX per Lakh Click a1r.in/00cak5 T C Bajaj Finserv MARKETS,1
limited stocks available prebook the iphone s  s plus now  get it the day it launches in your city clocks ticking  book here httpmpytmiphones,1
I be an Walmart project manager we be hire a team you can work from home daily salary 5000+watsapp understand wa.me/447846772817,1
gprs download use httpswwwallmobileallahabadbankinmpayportalmobiledownloadsidcadffbcbaabeccbcbac application password   mpin   tpin   allahabad bank,1
somsubhras  sent you a sticker    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1
honda exchange december weekend carnival additional exchange benefit rs  for this weekend on amaze  mobiliobook today  win grand bumper prizes  honda city brio activagifts worth rs  million assured gift for every customervisit cartec honda  naroda or call  ,1
Dear customer Your SBI account have be block Please update your KYC in click here link http://bit.ly/31CPCrB_SBIBANK,1
hdfc bank special offer transfer existing home loan     get loan against property    loan sanctioned within  days call  ,1
FabHotels - Treat your family to a weekend Jaipur retreat! Hotel packages (3D/ 2N) from Rs. 999/- person only (Incl. B/f & Wi-Fi). Call now & Book: 0124-4554211,1
so far we have just decided that we will submit it to a IEEE journal,0
MCSE   CCNA   CCNP   Linux   Lotus Domino   Sun Solaris   others Quality training available with moneyback guarantee*. Ph:011-41646262   24641080 www.netlabsits.com ,1
"HDFC Bank Credit Card XX9651 Statement: Total due amt: Rs.3,749.09 Min due amt: Rs.3,749.09 Due by:05-08-20View statement here:https://echdfc.in/gkk6g-eVJY4",1
 Cya @ the cafe @ 6pm.,0
hi ritesh   yes you are right today everything is under  only shop now before it ends  sale httpysmrtlnkinfwlgriva,1
enjoyairtel money apps benefits like recharges pay bills merchant payments  transfer money to loved ones to download app clickcharges apply bitlyrcjtb,1
We need to verify some information to avoid restriction please follow instruction at http://revolut-log-in.com/ Wed 13:31 d,1
marks  spencers baisakhi offer get free gift vouchers up to rs between th  th april valid in delhincr and punjab conditions apply,1
download the limeroad app and get rs off on your favourite summer style offer valid only on orders of rs  above httplimeroadmeqgbfpt,1
Dear Tax Payer government have Issued covid XX payment to all tax payment Click http://we.tl/t-T8QpojpMtb To Confirm your covid XX payment only for tax payer,1
do you apply for leaves on ess from your desktop be smart  just like your phone download  leave insight  app from rapp store and apply for leaves from anywhere  anytime for downloading instructions  refer to ess home page check leave balance  attendance  etc  live the digital life,1
Your package be on get it as soon as possi http://ferdiyogi.fr/b/nv pGA.Ey 2SH-Lkm,1
Dear OFT partner we bring to you the Ola Fleet App with various feature like Car Documents on your fingertip Training Videos to help you etc We will continue to add new excite featuessoon Please download the App here http://bit.ly/364Tmyu to stay updated and connected Team OFT Hyderabad,1
Old Mutual Dear AM Japhta you have stop payina premium on a saving plan67 XXXX but your unds reinain invest A monthly fee applies that reduce your fund To claim your remain value send a copy of your ID and bank statement less than X month old to XXX XXXXXXX or email to PupCampaign USER .com No reply SMS FSP Ins T Cs,1
exciting offers on plus size fashion  alto moda by pantaloons get a rs gift voucher on shopping for rs also get  discount on footwear mens  ladies  handbags  wallets  belts from our exclusive brands on shopping from alto moda hurry offer ends  may tc,1
visit city areas only project with modern amenities  sai shukan near kashivishwanath mandir on this weekend and get special offer bhk lacs   bhk lacscall for visit ,1
your timezone balance would expire by  come and avail the exciting offers  extend your validity for lost card connect to cashierto opt out call ,1
